Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered
ACT,,,15,2022-02-27,183
NSW,,,537,2022-02-27,6663
NT,,,3,2022-02-27,87
QLD,,,197,2022-02-27,3385
WA,,,0,2022-02-27,33
SA,,,100,2022-02-27,1210
Australia,,,1788,2022-02-28,17584
ACT,,,15,2022-02-28,183
NSW,,,539,2022-02-28,6806
NT,,,3,2022-02-28,100
SA,,,100,2022-02-28,1258
TAS,,,8,2022-02-28,186
VIC,,,925,2022-02-28,5430
WA,,,0,2022-02-28,43
QLD,,,198,2022-02-28,3578
Australia,,,1793,2022-03-01,17666
WA,,,0,2022-03-01,44
TAS,,,8,2022-03-01,186
SA,,,100,2022-03-01,1261
QLD,,,199,2022-03-01,3613
VIC,,,927,2022-03-01,5446
NSW,,,540,2022-03-01,6833
ACT,,,15,2022-03-01,183
NT,,,4,2022-03-01,100
Australia,,,1797,2022-03-02,17682
NSW,,,541,2022-03-02,6875
WA,,,0,2022-03-02,43
VIC,,,928,2022-03-02,5439
TAS,,,8,2022-03-02,190
SA,,,100,2022-03-02,1265
QLD,,,201,2022-03-02,3582
NT,,,4,2022-03-02,103
ACT,,,15,2022-03-02,185
Australia,,,1797,2022-03-03,17682
ACT,,,15,2022-03-03,185
NSW,,,541,2022-03-03,6875
NT,,,4,2022-03-03,103
QLD,,,201,2022-03-03,3582
SA,,,100,2022-03-03,1265
TAS,,,8,2022-03-03,190
VIC,,,928,2022-03-03,5439
WA,,,0,2022-03-03,43
